0.17343917	1055683907	3206616245	2ce4edeb-1f54-43d0-a593-7b95c7d864f8_1055683907_3206616245_19	19	8536	2	15	25	6	0.045254398	0.0	0.19989306	0.02865782	-4.8070683	0.0	0.0	-1.6099727	-3.5523288	8.824677
0.7333695	1096445017	8113146492	50b3f299-411d-45f2-8e0c-c5eaf4de4e08_1096445017_8113146492_19	19	3051	2	15	25	7	0.15386765	0.190103	0.5974243	0.1694094	-2.113021	0.0	0.0	-0.51512766	-1.775437	6.672033
0.16219729	1116000281	3873148105	d2f9eda9-a9f4-4f81-adf8-c65797183362_1116000281_3873148105_19	19	435,3849,12490,12506,7305	2	15	24	7	0.0473442	0.0	0.16162995	0.02623794	-5.0989394	0.0	0.0	-1.8224459	-3.6405487	8.003029
0.2420614	1179726144	8731640034	4912cd94-2f5b-474b-a49a-ea9e085169da_1179726144_8731640034_19	19	15432	2	15	22	7	0.118755355	0.0	0.28493455	0.09047196	-3.4179394	0.0	0.0	-1.2554958	-2.4027152	8.003029
0.13353258	1238772854	25909811792	2d96c4fa-c0d3-4a0b-9f74-9e37ac1f516a_1238772854_25909811792_19	19	8483,8475	2	15	22	7	0.07587778	0.0	0.108437896	0.019665541	-5.757576	0.0	0.0	-2.2215776	-3.9288874	7.8115683
0.3975459	1358721131	56966642510	e575d7d1-59c5-415f-8140-08a177302f79_1358721131_56966642510_19	19	17700,16234,7005	1	15	23	6	0.12161825	0.346469	0.28696403	0.115101926	-3.1941419	0.0	0.0	-1.2483984	-2.1619372	6.214608
0.1391474	1365571337	3854197211	6680cfe4-937b-4284-ad7c-848f2c4950af_1365571337_3854197211_19	19	8463,8476,435,12490,8614	2	15	25	7	0.0	0.0	0.13591875	0.04707959	-4.746022	0.0	0.0	-1.995698	-3.0559158	8.185907
0.06752549	1366444580	34758348546	7340bc3f-7eb0-45e7-b3fb-858c1ccbc644_1366444580_34758348546_19	19	10340,6188,10299,16968,6163,10405	1	10	25	7	0.0	0.0	0.03756816	0.020305106	-6.788793	0.0	0.0	-3.2815983	-3.896883	7.9895606
0.25513345	1368271199	8530801180	750ef5a9-2c3c-4a6e-a305-0f795b33ae54_1368271199_8530801180_19	19		1	15	25	7	0.0	0.0	0.29210514	0.0951578	-3.3476381	0.0	0.0	-1.2306415	-2.3522186	6.908755
0.025151568	1368361312	2830623060	f0674ffd-5722-4ee7-a106-31c683bfa573_1368361312_2830623060_19	19	8481,8498,7322,12499,12508	2	15	22	8	0.0	0.0	0.0062060636	0.025990834	-8.367239	0.0	0.0	-5.0822287	-3.6500113	8.515191
0.057910528	1368361312	52358279214	8bfb99ee-1f08-43f0-8f45-866ba187e592_1368361312_52358279214_19	19	7314,7315,8467,12492,8468,8496,441,7309,7305,7321	2	15	24	8	0.04326212	0.0	0.028381329	0.009339901	-7.7681375	0.0	0.0	-3.5620239	-4.6734595	8.836374
0.12737004	1371688419	29900742120	72052f0b-338a-4f81-a14a-1a049fd35cb9_1371688419_29900742120_19	19		0	19	23	8	0.0	0.0	0.0967983	0.027831826	-5.5585437	0.0	0.0	-2.335126	-3.5815752	7.653495
0.67396694	1405044676	4751115504	13fe61e8-78ce-4966-99d1-dfaf0365852c_1405044676_4751115504_19	19	8243,6451	0	19	21	7	0.0	0.0	0.61742836	0.0023511292	-5.9297657	0.0	0.0	-0.48219222	-6.05286	7.549609
0.13420953	1427618469	6720650700	d3a2081c-fd5f-45b2-98b4-b99a8682bda9_1427618469_6720650700_19	19	8531,8536,8533,8532,11988,8537,8524	2	15	24	7	0.060238104	0.0	0.111570984	0.017958926	-5.8107953	0.0	0.0	-2.1930943	-4.019668	6.9660244
0.1318412	1469604473	44849125501	63f9f8bd-4122-4d03-b797-2c1b122d9e6c_1469604473_44849125501_19	19	9963,10000,16807	1	10	23	7	0.0	0.0	0.09439421	0.007069299	-6.81707	0.0	0.0	-2.3602755	-4.951994	9.615806
0.14203931	1471385958	2604262687	14a3077a-f2f7-4a1c-b713-e7cc8c314bc6_1471385958_2604262687_19	19	8471,8487,8486,8477,8466	2	15	25	7	0.0	0.0	0.0864923	0.0017059416	-8.183974	0.0	0.0	-2.4476998	-6.373638	9.307467
0.18052116	1503564373	59918520272	4b6c761d-f7cf-4e85-bb07-d46ed8853675_1503564373_59918520272_19	19	8480,441,12498	0	15	24	7	0.044338483	0.0	0.16804641	0.017857954	-5.4062905	0.0	0.0	-1.7835151	-4.025306	7.757051
0.1625024	1530598187	43754588	9b47fcb6-f07d-425e-8bd0-5aaa5a991edd_1530598187_43754588_19	19	15010,15000,15068,15073,15009,15049,15075,15002,15070,15017,15001,15064,15016,15015,15067	1	10	21	7	0.0	0.0	0.17567445	0.041494124	-4.6031055	0.0	0.0	-1.7391226	-3.1822035	8.429454
0.11161338	1573432805	1616808911	e71f1ed9-15c4-4bf2-873a-3d5c7fd265b6_1573432805_1616808911_19	19	8631,12401,12317	2	15	22	7	0.113245174	0.0	0.09348204	0.16422242	-3.9958663	0.0	0.0	-2.369986	-1.8065336	6.672033
0.097390294	1575055281	58176774676	3e649059-9b92-4128-81f7-7bcdaa208926_1575055281_58176774676_19	19	8485,8484	2	15	24	7	0.0	0.0	0.06428157	0.011502411	-6.7631607	0.0	0.0	-2.7444823	-4.4651985	8.364042
0.06595626	1609200852	62120832214	f6b8d853-5c62-4da5-97b8-ee5838e1582c_1609200852_62120832214_19	19	10052,17055,9692,19556	1	16	24	7	0.0	0.0	0.02572268	0.0011288552	-9.768278	0.0	0.0	-3.6603823	-6.7865515	11.462053
0.11948801	1627529239	30100947781	194f49f9-d5f3-482d-a4de-d436c1a80a63_1627529239_30100947781_19	19	8480,8463,8465	2	15	24	7	0.05142579	0.0	0.11574122	0.06653672	-4.5953994	0.0	0.0	-2.1563983	-2.7100015	8.188689
0.19270806	1634374347	49937419190	b957457a-8bbb-4a7a-a38c-61d175098185_1634374347_49937419190_19	19	7298,7307	1	15	22	7	0.0	0.0	0.22363986	0.042185497	-4.346829	0.0	0.0	-1.4977183	-3.1656787	8.340218
0.17348103	1636540966	3694479402	6284393b-d8f2-44f6-9d71-d9bd30649f1d_1636540966_3694479402_19	19	8536	2	15	22	7	0.0	0.0	0.15104857	0.011651484	-5.897243	0.0	0.0	-1.8901539	-4.4523215	8.515191
0.2739152	1656261687	69778071437	ae9b24fd-f455-4c1a-8404-aa6fae7e127f_1656261687_69778071437_19	19	17068,17403,18515,13165,18512	1	19	25	7	0.0	0.0	0.3085032	0.08003498	-3.4487853	0.0	0.0	-1.176023	-2.5252914	7.377759
0.050728586	1708042226	57042680835	957a94bb-5cb6-427a-a5fc-4d75dcd0224d_1708042226_57042680835_19	19	7894,7895,7905	1	10	21	7	0.0	0.0	0.02158584	0.009933848	-7.9863443	0.0	0.0	-3.8357177	-4.6118073	9.532424
0.13418542	1717450324	48813747874	ab7e571a-ccef-4a63-a122-1a31c3e4d956_1717450324_48813747874_19	19	8479,8481,8484	2	19	25	7	0.0	0.0	0.116749674	0.037367843	-5.1059737	0.0	0.0	-2.1477232	-3.2869449	7.9519114
0.039964437	1799351386	756367543	395676a5-1223-4e5b-b751-b069ebb760f8_1799351386_756367543_19	19		1	10	20	6	0.0	0.0	0.0146626765	0.01354881	-8.0937605	0.0	0.0	-4.2224503	-4.3014565	9.244741
0.042209007	1816135435	4985586966	d4d37d91-e55f-4dc9-bffe-dc0db7749a95_1816135435_4985586966_19	19	8472,12485	0	10	20	5	0.0	0.0	0.025372555	0.032629225	-6.7543793	0.0	0.0	-3.6740873	-3.4225469	8.113127
0.12808396	1872061064	57711621151	f2255648-158f-4737-bf7e-2d070dd1f396_1872061064_57711621151_19	19	8536	2	15	21	7	0.0	0.0	0.0959551	0.012264591	-6.30481	0.0	0.0	-2.343875	-4.401039	7.8754992
